OBJECTID,pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,Shape_Length
14,U480P14,U480N6,U480N7,4,1,30,Masarykovo nádraží,,12.680494322413207
15,U480P15,U480Z101P,U480N6,1,1,,,,49.43686364711633
16,U480P16,U480Z102P,U480N6,1,1,,,,50.362224079180464
17,U480P17,U480N7,U480N8,1,1,,,,14.614571217342382
18,U480P18,U480N8,U480N9,4,1,60,,,61.63697904970168
19,U480P19,U480N9,U480N11,1,1,,,,62.694389465399034
20,U480P20,U480N9,U480N10,1,1,,,,70.65302731886837
21,U480P21,U480N9,U480N13,1,1,,,,78.28546877825784
22,U480P22,U480N9,U480N12,1,1,,,,91.25683050746122
23,U480P23,U480N12,U480S1E3,2,1,,"Na Florenci, Divadlo Archa, Florentinum",,15.875648160786199
24,U480P24,U480N10,U480S1E1,2,1,,"Tram, centrum, Žižkov, Havlíčkova ulice",,10.876796255632879
25,U480P25,U480N11,U480S1E4,2,1,,"ulice Na Poříčí, Bílá Labuť, náměstí Republiky",,10.404699482298986
26,U480P26,U480N11,U480S1E4,4,0,30,"ulice Na Poříčí, Bílá Labuť, náměstí Republiky",,11.668171169373252
27,U480P27,U480N13,U480S1E2,2,1,,"Tram, Holešovice, Letná, Praha Masarykovo n.",,13.183988963893373
28,U480P28,U480N13,U480S1E2,4,0,30,"Tram, Holešovice, Letná, Praha Masarykovo n.",,14.558731560084796
29,U480P29,U480N12,U480S1E3,4,0,30,"Na Florenci, Divadlo Archa, Florentinum",,17.28534161650666
1,U539P2,U539N2,U539N3,4,1,90,,,78.15045977055573
2,U539P3,U539N1,U539N2,1,1,15,,,2.661120008916611
3,U539P4,U539S1E1,U539N1,4,1,35,,,12.795635911633225
4,U539P5,U539Z102P,U539N3,1,1,,,,92.12154444264404
5,U539P6,U539Z101P,U539N3,1,1,,,,92.96544981381899
6,U539P7,U539Z101P,U539Z102P,1,1,,,,8.14420777790217
7,U539P8,U539Z101P,U539N6,1,1,,,,32.058103162616085
8,U539P9,U539Z102P,U539N6,1,1,,,,33.1854000684634
9,U539P10,U539N4,U539N5,1,1,,,,5.506678107505161
10,U539P11,U539N4,U539N6,5,1,90,,,0.19031608117421084
11,U539P12,U539S1E2,U539N5,5,1,90,,,0.17977555717805777
1,U529P1,U529N3,U529N7,1,1,,,,63.3235133535052
2,U529P2,U529N3,U529N8,1,1,,,,34.78936826996697
3,U529P3,U529N3,U529N11,1,1,,,,59.730587292594436
4,U529P4,U529N3,U529N10,1,1,,,,51.1142345599669
5,U529P5,U529N3,U529N9,1,1,,,,65.66135103056149
6,U529P6,U529N4,U529N3,4,1,30,"Vysočany, Holešovice, Florenc, Libeň, Žižkov, Zenklova ulice",,24.65271452329835
7,U529P7,U529N1,U529N2,5,1,60,,,0.7514309680220816
8,U529P8,U529N2,U529N3,1,1,,,,23.951230784480103
9,U529P9,U529Z101P,U529N4,1,1,,,,50.891736955835455
10,U529P10,U529Z102P,U529N4,1,1,,,,50.590922241322566
11,U529P11,U529N1,U529N4,1,1,,,,1.808505467296828
12,U529P12,U529Z101P,U529Z102P,1,1,,,,7.3123894917901415
13,U529P13,U529Z101P,U529N5,1,1,,,,49.361691205899554
14,U529P14,U529Z102P,U529N5,1,1,,,,49.6826176569473
15,U529P15,U529N5,U529N13,4,1,30,"BUS, Prosek, Letňany, Čakovice, D. Počernice, Balabenka",<Null>,28.305541991704793
16,U529P16,U529S1E2,U529N12,2,1,,,"Prosek, Letňany, Čakovice, D. Počernice",16.363054667123453
17,U529P17,U529S1E4,U529N12,2,1,,,"Prosek, Letňany, Čakovice, D. Počernice",19.222745353346223
18,U529P18,U529N12,U529N13,1,1,,,,68.61025762410648
19,U529P19,U529N6,U529N13,1,1,,,,42.34211245499053
20,U529P20,U529N6,U529S1E1,4,0,30,"ulice Na Žertvách, Balabenka",,26.231396245189547
21,U529P21,U529S1E5,U529N8,2,1,,,"TRAM Libeň, Kobylisy, Divadlo pod Palmovkou",14.35441880686075
22,U529P22,U529S1E6,U529N7,2,1,,,"TRAM, Holešovice, Letná, Libeňský most",17.333739273848096
23,U529P23,U529S1E9,U529N11,5,1,60,,,1.1392137986025657
24,U529P24,U529S1E7,U529N9,2,1,,,"TRAM Žižkov, Centrum, Sokolovská ulice",22.12926752475479
25,U529P25,U529N10,U529S1E8,4,0,30,"TRAM Hloubětín, Lehovec, ulice Na Žertvách",,13.378426595782235
26,U529P26,U529N9,U529S1E7,4,0,30,"TRAM Žižkov, Centrum, Sokolovská ulice",,20.23318091630361
27,U529P27,U529S1E3,U529N12,1,1,,,,54.80795864035907
28,U529P28,U529S1E1,U529N6,2,1,,,"ulice Na Žertvách, Balabenka",27.576929619331114
29,U529P29,U529N12,U529S1E2,4,0,30,"Prosek, Letňany, Čakovice, D. Počernice",,15.625719839341677
30,U529P30,U529S1E8,U529N10,2,1,,,"TRAM Hloubětín, Lehovec, ulice Na Žertvách",14.713371829467217
1,U507P1,U507S1E2,U507N1,4,1,120,,,0.000616116872059469
2,U507P2,U507Z101P,U507Z102P,1,1,,,,5.0990195174408656e-5
3,U507P3,U507Z101P,U507N1,1,1,,"TRAM Sídliště Petřiny, BUS Vypich, Ladronka",,0.0005186520991947313
4,U507P4,U507Z102P,U507N1,1,1,,"TRAM Sídliště Petřiny, BUS Vypich, Ladronka",,0.000501198563400607
5,U507P5,U507Z102P,U507N2,1,1,,Brunclíkova ulice,,0.0004522167622248952
6,U507P6,U507Z101P,U507N2,1,1,,Brunclíkova ulice,,0.00043416586691891337
7,U507P7,U507N2,U507N3,5,1,50,,,9.999999974752427e-6
8,U507P8,U507S1E4,U507N4,5,1,30,,,1.0000000031595846e-5
9,U507P9,U507N3,U507N5,1,1,,,,0.00012649110639295877
10,U507P10,U507N3,U507N4,1,1,,,,0.00012041594576713726
11,U507P11,U507S1E3,U507N5,2,1,,,,0.00013038404810620144
1,U703P1,U703Z101,U703Z102,1,1,,,,9.999999995216059e-5
2,U703P2,U703Z101,U703N1,1,1,,,,0.0005882176468010737
3,U703P3,U703Z102,U703N1,1,1,,,,0.0006280127386991705
4,U703P4,U703N1,U703N3,4,1,80,"Staroměstské náměstí, Rudolfinum, Kaprova, nám. Jana Palacha",,0.0004512205669269052
5,U703P5,U703S1E1,U703N2,2,1,,,"nám. Jana Palacha, Rudolfinum, Bus Florenc",0.00030463092425661126
6,U703P6,U703S1E2,U703N2,2,1,,,"Tram Holešovice, Petřiny, Braník, Nusle, Bus Staré Město",0.000430464865049439
7,U703P7,U703S1E3,U703N2,2,1,,,"Staroměstské nám., Týnský chrám, Kaprova ulice, Josefov",0.00030870698079156673
8,U703P8,U703N2,U703N3,1,1,,,,0.00017720045144915857
1,U462P1,U462S1E1,U462N2,5,1,25,,,2.236067976938491e-5
2,U462P2,U462N2,U462N3,5,1,25,,,2.2360679794806055e-5
3,U462P3,U462N3,U462N4,5,1,25,,,2.236067976938491e-5
4,U462P4,U462S1E1,U462N4,5,1,60,,,7.398345637692468e-5
5,U462P5,U462N7,U462N8,1,1,,"Vokovická, Evropská, TRAM Divoká Šárka, BUS N. Vokovice, Slaný",,0.00019313207915630274
6,U462P6,U462N8,U462N9,1,1,,"Vokovická ulice, TRAM Divoká Šárka, BUS N. Vokovice, Slaný",Metro A,0.00031906112268485304
7,U462P7,U462Z101P,U462Z102P,1,1,,,,8.602325265808374e-5
8,U462P8,U462Z102P,U462N1,1,1,,"BUS Letiště - Airport, TRAM, BUS, Lift",,0.000594642749901774
9,U462P9,U462Z101P,U462N1,1,1,,"BUS Letiště - Airport, TRAM, BUS, Lift",,0.0005500909015882737
10,U462P10,U462N5,U462N6,1,1,,,,9.848857802325058e-5
11,U462P11,U462N7,U462N10,1,1,,"Evropská, TRAM Červený vrch, Dejvická, centrum",,0.00036138621996185266
12,U462P12,U462N1,U462N5,4,1,40,,,0.00022472205053409295
13,U462P13,U462N6,U462N7,4,1,25,,Nádraží Veleslavín,0.00027000000000043656
14,U462P14,U462N1,U462N4,1,1,,"Lift, Výtah",,7.615773104549306e-5
15,U462P15,U462S1E7,U462N10,2,1,,,,0.0001131370849855645
16,U462P16,U462S1E5,U462N8,2,1,,,"Evropská ulice, Ústřední knihovna UK",0.00029614185789820287
17,U462P17,U462S1E4,U462N9,2,1,,,"TRAM Vozovna Vokovice, Divoká Šárka",0.00025495097567138086
18,U462P18,U462S1E3,U462N9,2,1,,,Evropská ulice,0.0002607680962342013
19,U462P19,U462S1E2,U462N9,2,1,,,"Vokovická, BUS Nové Vokovice, Slaný, Louny",0.00018973665961640138
20,U462P20,U462S1E6,U462N7,4,1,20,,"BUS Letiště - Airport, Sídliště Na Dědině, Kladno, Buštěhrad",0.0004178516483379652
1,U474P1,U474Z102P,U474N4,1,1,,,,37.960441710153106
2,U474P2,U474Z101P,U474N4,1,1,,,,38.022243938386794
3,U474P3,U474N4,U474N5,4,1,80,"Náměstí OSN, BUS Žižkov, Malešice, Prosek, Kobylisy, Klíčov",,23.262747508842498
4,U474P4,U474Z102P,U474N6,1,1,,,,47.46489719787573
5,U474P5,U474Z101P,U474N6,1,1,,,,53.26697973313027
6,U474P6,U474S1E4,U474N1,5,1,25,,,0.449741181258174
7,U474P7,U474S1E2,U474N2,5,1,25,,,0.3008090600780689
8,U474P8,U474N2,U474N3,1,1,,,"BUS Letňany, Čakovice, BUS Avia Letňany, Kbely",18.167457551267784
9,U474P9,U474N3,U474N12,1,1,,"BUS Žižkova, Malešice, BUS Hostivař, Spořilov",,19.12092162156978
10,U474P10,U474N3,U474N5,1,1,,,,32.12330106329073
11,U474P11,U474N3,U474N2,1,1,,,,0.959079359280113
12,U474P12,U474N6,U474N7,5,1,40,,,0.365918297957782
13,U474P13,U474N5,U474N7,1,1,,,,13.454334287239213
14,U474P14,U474N8,U474N9,2,1,,,"TRAM Lehovec, centrum, Sokolovská ulice, Praha - Vysočany",15.61885972191238
15,U474P15,U474N8,U474N10,1,1,,,,33.56573971715677
16,U474P16,U474N11,U474N10,4,1,70,,,41.098369933793094
17,U474P17,U474S1E5,U474N11,1,1,,,,32.22630988819399
18,U474P18,U474Z102P,U474N9,1,1,,,,39.22442354667014
19,U474P19,U474Z101P,U474N9,1,1,,,,39.15659724687474
20,U474P20,U474Z102P,U474Z101P,1,1,,,,5.689248666046314
21,U474P21,U474N1,U474N12,1,1,,,,5.9140525423504755
22,U474P22,U474S1E7,U474N12,1,1,,,,8.026089504298639
23,U474P23,U474N2,U474S1E9,2,1,,,,12.997156597964114
24,U474P24,U474S1E8,U474N12,2,1,,,,15.274416540274983
25,U474P25,U474N12,U474S1E8,4,0,25,,,16.218708611735888
26,U474P26,U474N2,U474S1E9,4,0,25,,,14.101652030953385
27,U474P27,U474N11,U474S1E6,1,1,,,,38.027741869036355
1,U135P1,U135N3,U135Z102P,1,1,26,,,0.00039051248380211006
2,U135P2,U135N3,U135N4,4,1,75,,,0.00037363083383923053
3,U135P3,U135N2,U135Z102P,1,1,56,,,0.0008200609733962263
4,U135P4,U135Z101P,U135N2,1,1,56,,,0.0008038764186926911
5,U135P5,U135N1,U135N2,5,1,75,,,3.162277659374583e-5
6,U135P6,U135N4,U135N5,1,1,38,,,0.0005900000000451655
7,U135P7,U135N1,U135N5,1,1,33,,,0.0005103920062269997
8,U135P8,U135Z101P,U135N3,1,1,,,,0.0003733630940272877
9,U135P9,U135N5,U135S1E9,1,1,,,,0.00021213203434290913
10,U135P10,U135N5,U135S1E8,2,1,,,,0.0002319482700876147
11,U135P11,U135N5,U135S1E1,1,1,,,,0.0004940597363803422
12,U135P12,U135N5,U135N6,1,1,,,,0.00023194827013662858
13,U135P13,U135S1E3,U135N6,2,1,,,,0.00016031219541119365
14,U135P14,U135N5,U135N7,1,1,,,,0.0003026549190406405
15,U135P15,U135S1E4,U135N7,2,1,,,,0.00013038404805824482
16,U135P16,U135N5,U135N8,1,1,,,,0.0003945883931713078
17,U135P17,U135N5,U135S1E7,1,1,,,,0.0007813167878553442
18,U135P18,U135S1E5,U135N8,2,1,,,,9.219544457444806e-5
